CustomerID,Name,CustomerCity
80001012,Adriana Barraza,
80001013,Abigail Breslin,
80001014,Jackie Earle Haley,
80001015,Jennifer Hudson,
80001016,Rinko Kikuchi,
80001017,Eddie Murphy,
80001018,Mark Wahlberg,
80001019,Forest Whitaker,
80001020,Saoirse Ronan,
80001021,Viggo Mortensen,
80001022,Casey Affleck,
80001023,Marion Cotillard,
80001024,Ruby Dee,
80001025,Hal Holbrook,
80001026,Elliot Page,
80001027,Amy Ryan,
80001028,Tilda Swinton,
80001029,Viola Davis,
80001030,Richard Jenkins,
80001031,Michael Shannon,
80001032,Anne Hathaway,
80001033,Melissa Leo,
80001034,Josh Brolin,
80001035,Taraji P. Henson,
80001036,Frank Langella,
80001037,Mickey Rourke,
80001038,Carey Mulligan,
80001039,Christopher Plummer,
80001040,Sandra Bullock,
80001041,Christoph Waltz,
80001042,Colin Firth,
80001043,Jeremy Renner,
80001044,Vera Farmiga,
80001045,Maggie Gyllenhaal,
80001046,Anna Kendrick,
80001047,Mo'Nique,
80001048,Gabourey Sidibe,
80001049,Stanley Tucci,
80001050,Christian Bale,
80001051,Jennifer Lawrence,
80001052,Mark Ruffalo,
80001053,Jacki Weaver,
80001054,Jesse Eisenberg,
80001055,James Franco,
80001056,John Hawkes,
80001057,Hailee Steinfeld,
80001058,Gary Oldman,
80001059,Melissa McCarthy,
80001060,Octavia Spencer,
80001061,Rooney Mara,
80001062,Jonah Hill,
80001063,Jessica Chastain,
80001064,Bérénice Bejo,
80001065,Demián Bichir,
80001066,Jean Dujardin,
80001067,Bradley Cooper,
80001068,Hugh Jackman,
80001069,Emmanuelle Riva,
80001070,Quvenzhané Wallis,
80001071,Sally Hawkins,
80001072,Michael Fassbender,
80001073,Barkhad Abdi,
80001074,Chiwetel Ejiofor,
80001075,Jared Leto,
80001076,Matthew McConaughey,
80001077,Lupita Nyong'o,
80001078,June Squibb,
80001079,Emma Stone,
80001080,Eddie Redmayne,
80001081,Patricia Arquette,
80001082,Steve Carell,
80001083,Benedict Cumberbatch,
80001084,Felicity Jones,
80001085,Michael Keaton,
80001086,Rosamund Pike,
80001087,J. K. Simmons,
80001088,Bryan Cranston,
80001089,Tom Hardy,
80001090,Brie Larson,
80001091,Jennifer Jason Leigh,
80001092,Rachel McAdams,
80001093,Charlotte Rampling,
80001094,Mark Rylance,
80001095,Alicia Vikander,
80001096,Mahershala Ali,
80001097,Andrew Garfield,
80001098,Naomie Harris,
80001099,Lucas Hedges,
80001100,Isabelle Huppert,
80001101,Ruth Negga,
80001102,Dev Patel,
80001103,Daniel Kaluuya,
80001104,Margot Robbie,
80001105,Sam Rockwell,
80001106,Mary J. Blige,
80001107,Timothée Chalamet,
80001108,Allison Janney,
80001109,Lesley Manville,
80001110,Laurie Metcalf,
80001111,Olivia Colman,
80001112,Adam Driver,
80001113,Yalitza Aparicio,
80001114,Marina de Tavira,
80001115,Sam Elliott,
80001116,Lady Gaga,
80001117,Richard E. Grant,
80001118,Regina King,
80001119,Rami Malek,
80001120,Antonio Banderas,
80001121,Cynthia Erivo,
80001122,Scarlett Johansson,
80001123,Jonathan Pryce,
80001124,Florence Pugh,
80001125,Riz Ahmed,
80001126,Maria Bakalova,
80001127,Sacha Baron Cohen,
80001128,Chadwick Boseman,
80001129,Andra Day,
80001130,Vanessa Kirby,
80001131,Leslie Odom Jr.,
80001132,Paul Raci,
80001133,Amanda Seyfried,
80001134,Lakeith Stanfield,
80001135,Steven Yeun,
80001136,Youn Yuh-jung,
